"01 Stockholms län","9.6.3 slutanv. Spec Hushåll fritidshus","el",395408,355983,456764,500166,523361,461677,191454,186367,196478,154083,473744
"01 Stockholms län","9.6.3 slutanv. Spec Hushåll fritidshus","total energi",501041,468550,563026,500166,651079,461677,191454,186367,196478,154083,473744
"03 Uppsala län","9.6.1 slutanv. Spec Hushåll småhus","fjärrvärme",193665,182740,176090,170488,159293,342561,315363,..,..,59321,..
"03 Uppsala län","9.6.1 slutanv. Spec Hushåll småhus","el",767794,754055,874447,860032,838847,832402,821108,877800,880636,869923,746292
"03 Uppsala län","9.6.1 slutanv. Spec Hushåll småhus","total energi",1423908,1429910,1476153,1545951,1486561,1598314,1409994,..,..,1398802,..
"03 Uppsala län","9.6.2 slutanv. Spec Hushåll flerbostadshus","fjärrvärme",877136,1068489,205908,1209111,1122381,911740,892689,..,..,152624,..
"03 Uppsala län","9.6.2 slutanv. Spec Hushåll flerbostadshus","el",159906,174695,189749,166742,236550,183158,160789,161053,161537,160091,178050
"03 Uppsala län","9.6.2 slutanv. Spec Hushåll flerbostadshus","total energi",1130160,1286280,457050,1459235,1525487,1134778,1084623,..,..,340754,..
"03 Uppsala län","9.6.3 slutanv. Spec Hushåll fritidshus","fjärrvärme",0,0,0,0,0,0,0,0,0,0,0
"03 Uppsala län","9.6.3 slutanv. Spec Hushåll fritidshus","el",83826,88293,89678,87378,84046,26849,18295,18429,18475,17829,91132
"03 Uppsala län","9.6.3 slutanv. Spec Hushåll fritidshus","total energi",101968,106782,107084,87378,103716,26849,18295,18429,18475,17829,91132
"04 Södermanlands län","9.6.1 slutanv. Spec Hushåll småhus","fjärrvärme",85262,96575,99025,97035,118421,170538,164055,115026,104520,115300,114302
"04 Södermanlands län","9.6.1 slutanv. Spec Hushåll småhus","el",727789,727680,684853,726431,726187,759322,710417,696819,605264,592477,616030
"04 Södermanlands län","9.6.1 slutanv. Spec Hushåll småhus","total energi",1377564,1462981,1194392,1273033,1296251,1354579,1137742,1181724,1048544,1065050,1055773
"04 Södermanlands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","fjärrvärme",652098,723486,636534,547472,698752,746309,730992,539856,468146,474195,459983
"04 Södermanlands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","el",167215,164739,148261,176273,292928,159838,166996,163559,148288,148049,108658
"04 Södermanlands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","total energi",955126,1108659,890990,819421,1113947,972142,943480,738874,648127,658701,574416
"04 Södermanlands län","9.6.3 slutanv. Spec Hushåll fritidshus","fjärrvärme",0,0,0,0,0,0,0,0,0,0,0
"04 Södermanlands län","9.6.3 slutanv. Spec Hushåll fritidshus","el",98258,111719,103619,124862,129420,124950,114781,114873,108997,109444,111884
"04 Södermanlands län","9.6.3 slutanv. Spec Hushåll fritidshus","total energi",121424,138077,127835,124862,147054,124950,114781,114873,108997,109444,111884
"05 Östergötlands län","9.6.1 slutanv. Spec Hushåll småhus","fjärrvärme",191451,235684,202154,244634,138932,263274,311469,304535,291283,326333,341758
"05 Östergötlands län","9.6.1 slutanv. Spec Hushåll småhus","el",1027923,1041395,1076511,1113349,1035504,1164690,1172983,1131927,1155455,942183,973092
"05 Östergötlands län","9.6.1 slutanv. Spec Hushåll småhus","total energi",2239479,2331194,2011894,2224702,1793825,2084927,1886147,2026182,1989438,1831142,1847094
"05 Östergötlands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","fjärrvärme",1036299,1211704,1176758,1453907,742400,1211342,1466284,1248430,1326254,1294382,1294734
"05 Östergötlands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","el",264396,283394,251501,253680,333861,295645,293995,289874,295868,237665,237632
"05 Östergötlands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","total energi",1624651,1699302,1537666,1820839,1441684,1566257,1809119,1581336,1660211,1557519,1543783
"05 Östergötlands län","9.6.3 slutanv. Spec Hushåll fritidshus","fjärrvärme",0,0,0,0,0,0,0,0,0,0,0
"05 Östergötlands län","9.6.3 slutanv. Spec Hushåll fritidshus","el",77228,83572,96232,111178,97811,106423,107098,105321,107198,94936,97258
"05 Östergötlands län","9.6.3 slutanv. Spec Hushåll fritidshus","total energi",102267,107192,117691,111178,118979,106423,107098,105321,107198,94936,97258
"06 Jönköpings län","9.6.1 slutanv. Spec Hushåll småhus","fjärrvärme",15009,19072,53103,78360,72632,91019,124405,132421,153736,146852,138807
"06 Jönköpings län","9.6.1 slutanv. Spec Hushåll småhus","el",969138,958185,1047797,1040200,966511,870716,1024132,989123,1011338,939106,754687
"06 Jönköpings län","9.6.1 slutanv. Spec Hushåll småhus","total energi",2218892,2331713,1961095,2026504,1820937,1873719,1707086,1922578,1910411,1840026,1609096
"06 Jönköpings län","9.6.2 slutanv. Spec Hushåll flerbostadshus","fjärrvärme",336699,416968,444877,469159,385688,460084,513836,476488,541798,486727,458265
"06 Jönköpings län","9.6.2 slutanv. Spec Hushåll flerbostadshus","el",264295,268872,178530,239100,232112,175875,197105,200496,189119,179237,111781
"06 Jönköpings län","9.6.2 slutanv. Spec Hushåll flerbostadshus","total energi",880946,957904,773626,898250,899220,763214,819026,773929,820727,738081,583200
"06 Jönköpings län","9.6.3 slutanv. Spec Hushåll fritidshus","fjärrvärme",0,0,0,0,0,0,0,0,0,0,0
"06 Jönköpings län","9.6.3 slutanv. Spec Hushåll fritidshus","el",43172,40038,45633,50979,51662,38626,52121,52462,54720,29449,22942
"06 Jönköpings län","9.6.3 slutanv. Spec Hushåll fritidshus","total energi",56335,52241,56938,50979,71638,38626,52121,52462,54720,29449,22942
"07 Kronobergs län","9.6.1 slutanv. Spec Hushåll småhus","fjärrvärme",30091,32095,52496,67775,92836,30592,93331,111789,151618,146240,169499
"07 Kronobergs län","9.6.1 slutanv. Spec Hushåll småhus","el",575117,579730,566554,505551,523044,518678,507119,506373,507220,456847,464985
"07 Kronobergs län","9.6.1 slutanv. Spec Hushåll småhus","total energi",1252684,1461641,1132404,1209488,1203083,1088308,936960,1124528,1133821,1107046,1097859
"07 Kronobergs län","9.6.2 slutanv. Spec Hushåll flerbostadshus","fjärrvärme",199926,236773,246927,269433,308853,97864,316376,360589,299123,290559,313021
"07 Kronobergs län","9.6.2 slutanv. Spec Hushåll flerbostadshus","el",74509,80636,88718,89374,127374,94319,91431,91415,91427,96935,97216
"07 Kronobergs län","9.6.2 slutanv. Spec Hushåll flerbostadshus","total energi",387688,467568,386921,429583,585236,234914,444731,484644,423857,418160,418342
"07 Kronobergs län","9.6.3 slutanv. Spec Hushåll fritidshus","fjärrvärme",0,0,0,0,0,0,0,0,0,0,0
"07 Kronobergs län","9.6.3 slutanv. Spec Hushåll fritidshus","el",30593,34871,36704,40011,39519,39218,39634,39237,40615,36005,38488
"07 Kronobergs län","9.6.3 slutanv. Spec Hushåll fritidshus","total energi",40634,43410,44502,40011,60292,39218,39634,39237,40615,36005,38488
"08 Kalmar län","9.6.1 slutanv. Spec Hushåll småhus","fjärrvärme",46771,59760,80447,96442,103435,120357,125728,128081,131957,107110,132880
"08 Kalmar län","9.6.1 slutanv. Spec Hushåll småhus","el",703192,737370,724433,663318,726963,692712,643786,646340,640277,617822,589363
"08 Kalmar län","9.6.1 slutanv. Spec Hushåll småhus","total energi",1883414,2023817,1735535,1703926,1675767,1688146,1345470,1586467,1529163,1448140,1391849
"08 Kalmar län","9.6.2 slutanv. Spec Hushåll flerbostadshus","fjärrvärme",278810,340762,340478,372679,358102,380636,423268,389439,381610,365878,410201
"08 Kalmar län","9.6.2 slutanv. Spec Hushåll flerbostadshus","el",111104,123896,122020,121519,216262,125293,121868,119281,122934,130137,121375
"08 Kalmar län","9.6.2 slutanv. Spec Hushåll flerbostadshus","total energi",869379,700921,541221,552306,774530,573578,600801,562293,552099,532701,545094
"08 Kalmar län","9.6.3 slutanv. Spec Hushåll fritidshus","fjärrvärme",0,0,0,0,0,0,0,0,0,0,0
"08 Kalmar län","9.6.3 slutanv. Spec Hushåll fritidshus","el",72272,81218,86042,91743,96759,97834,93559,93117,94718,91322,89523
"08 Kalmar län","9.6.3 slutanv. Spec Hushåll fritidshus","total energi",96214,104009,108519,91743,125768,97834,93559,93117,94718,91322,89523
"09 Gotlands län","9.6.1 slutanv. Spec Hushåll småhus","fjärrvärme",3641,5023,103368,7589,7832,8427,7062,..,20896,20225,19123
"09 Gotlands län","9.6.1 slutanv. Spec Hushåll småhus","el",173111,168145,176524,152097,141283,177485,163911,159294,0,161698,161525
"09 Gotlands län","9.6.1 slutanv. Spec Hushåll småhus","total energi",366454,453202,524130,436886,345016,452641,329828,..,233806,401494,390208
"09 Gotlands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","fjärrvärme",88792,105771,0,109789,109271,102273,107796,..,..,150089,176544
"09 Gotlands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","el",26223,29479,30956,41132,69969,31867,31062,30853,0,38091,49267
"09 Gotlands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","total energi",172148,166829,61529,176718,242744,149443,150764,..,..,196110,226903
"09 Gotlands län","9.6.3 slutanv. Spec Hushåll fritidshus","fjärrvärme",0,0,0,0,0,0,0,0,0,0,0
"09 Gotlands län","9.6.3 slutanv. Spec Hushåll fritidshus","el",25012,30975,36552,27485,39358,43087,40464,40439,0,42850,0
"09 Gotlands län","9.6.3 slutanv. Spec Hushåll fritidshus","total energi",32467,39804,44937,27485,41469,43087,40464,40439,0,42850,0
"10 Blekinge län","9.6.1 slutanv. Spec Hushåll småhus","fjärrvärme",299,4414,8827,8736,10554,12822,13197,16475,20939,19934,21119
"10 Blekinge län","9.6.1 slutanv. Spec Hushåll småhus","el",488463,511723,487390,477693,492470,541478,662033,500373,502873,473750,488781
"10 Blekinge län","9.6.1 slutanv. Spec Hushåll småhus","total energi",1125963,1159020,929177,887632,882519,943117,919872,844571,823965,821094,782358
"10 Blekinge län","9.6.2 slutanv. Spec Hushåll flerbostadshus","fjärrvärme",76559,105217,166752,280416,281594,292321,288791,298555,299916,278038,277189
"10 Blekinge län","9.6.2 slutanv. Spec Hushåll flerbostadshus","el",74221,102626,92230,94209,144723,109990,140091,110071,124374,128409,114426
"10 Blekinge län","9.6.2 slutanv. Spec Hushåll flerbostadshus","total energi",468261,498147,546084,541552,570255,451219,470150,447035,459550,439789,404047
"10 Blekinge län","9.6.3 slutanv. Spec Hushåll fritidshus","fjärrvärme",0,0,0,0,0,0,0,0,0,0,0
"10 Blekinge län","9.6.3 slutanv. Spec Hushåll fritidshus","el",29999,38964,41308,46621,47711,55122,56721,44677,48078,42983,41282
"10 Blekinge län","9.6.3 slutanv. Spec Hushåll fritidshus","total energi",40334,49234,48677,46621,57288,55122,56721,44677,48078,42983,41282
"12 Skåne län","9.6.1 slutanv. Spec Hushåll småhus","fjärrvärme",341291,422476,449297,483974,521761,519229,528794,620675,592889,595744,763588
"12 Skåne län","9.6.1 slutanv. Spec Hushåll småhus","el",3104389,3324270,3073803,3096845,3344474,3343549,3319449,3211185,3268611,3031283,2980713
"12 Skåne län","9.6.1 slutanv. Spec Hushåll småhus","total energi",6016710,5947691,5730727,5910981,5539594,5501640,4880493,5076869,5024559,4701513,4706757
"12 Skåne län","9.6.2 slutanv. Spec Hushåll flerbostadshus","fjärrvärme",2685707,2993117,2678261,2927440,2914496,2815956,3041715,3352641,2906288,2762250,3020428
"12 Skåne län","9.6.2 slutanv. Spec Hushåll flerbostadshus","el",626190,667079,745523,699271,984418,740649,707266,753903,792629,733689,698800
"12 Skåne län","9.6.2 slutanv. Spec Hushåll flerbostadshus","total energi",4053652,4416212,4003237,4206525,4840062,3953915,4078228,4394863,3961526,3687735,3776102
"12 Skåne län","9.6.3 slutanv. Spec Hushåll fritidshus","fjärrvärme",0,0,0,0,0,0,0,0,0,0,0
"12 Skåne län","9.6.3 slutanv. Spec Hushåll fritidshus","el",203335,212514,316884,257124,264933,277771,262556,269168,273501,239322,248107
"12 Skåne län","9.6.3 slutanv. Spec Hushåll fritidshus","total energi",249335,247278,352995,257124,316167,277771,262556,269168,273501,239322,248107
"13 Hallands län","9.6.1 slutanv. Spec Hushåll småhus","fjärrvärme",15823,27365,28583,34210,39022,32362,46888,43488,47943,55699,59093
"13 Hallands län","9.6.1 slutanv. Spec Hushåll småhus","el",959894,1032762,1036609,1011062,1032898,1052836,1029922,1002217,1073938,941068,953887
"13 Hallands län","9.6.1 slutanv. Spec Hushåll småhus","total energi",1896217,1902014,1749792,1787537,1660922,1674445,1442054,1545852,1587291,1469307,1435361
"13 Hallands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","fjärrvärme",195658,253693,152325,131939,137235,303199,303730,298562,304267,232798,96231
"13 Hallands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","el",172169,222403,173526,172716,317261,186088,186751,176899,180726,174761,209757
"13 Hallands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","total energi",648000,649980,509143,500724,817535,619762,604860,577096,582274,476244,318192
"13 Hallands län","9.6.3 slutanv. Spec Hushåll fritidshus","fjärrvärme",0,0,0,0,0,0,0,0,0,0,0
"13 Hallands län","9.6.3 slutanv. Spec Hushåll fritidshus","el",92984,105615,107117,118917,121303,120951,129102,125045,126096,132525,123958
"13 Hallands län","9.6.3 slutanv. Spec Hushåll fritidshus","total energi",117584,130283,130461,118917,141270,120951,129102,125045,126096,132525,123958
"14 Västra Götalands län","9.6.1 slutanv. Spec Hushåll småhus","fjärrvärme",142130,176119,244155,292552,321314,339990,347531,341085,269351,454467,476242
"14 Västra Götalands län","9.6.1 slutanv. Spec Hushåll småhus","el",3998643,4312254,4291881,4424289,4204289,4244026,4097915,3980087,4080688,3766340,3796407
"14 Västra Götalands län","9.6.1 slutanv. Spec Hushåll småhus","total energi",8056145,7642086,7774803,8084465,7011042,7178940,6050983,6512334,6405455,6264206,6136432
"14 Västra Götalands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","fjärrvärme",2885917,3432646,3343613,4268636,3740038,3791840,3747689,3611708,1607043,3219390,3316350
"14 Västra Götalands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","el",933322,1092816,963370,1039697,1375849,1043991,1024110,1020766,1063086,1036093,1000640
"14 Västra Götalands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","total energi",5853655,5941450,5350536,6268186,6705793,5302343,5133396,4965572,2976042,4496044,4365761
"14 Västra Götalands län","9.6.3 slutanv. Spec Hushåll fritidshus","fjärrvärme",0,0,0,0,0,0,0,0,0,0,0
"14 Västra Götalands län","9.6.3 slutanv. Spec Hushåll fritidshus","el",274847,319288,310003,348042,350012,399363,329720,369055,389247,372295,430459
"14 Västra Götalands län","9.6.3 slutanv. Spec Hushåll fritidshus","total energi",347558,386187,373367,348042,427429,399363,335877,369055,389247,372295,430459
"15 f.d. Älvsborgs län","9.6.1 slutanv. Spec Hushåll småhus","fjärrvärme",..,..,..,..,..,..,..,..,..,..,..
"15 f.d. Älvsborgs län","9.6.1 slutanv. Spec Hushåll småhus","el",..,..,..,..,..,..,..,..,..,..,..
"15 f.d. Älvsborgs län","9.6.1 slutanv. Spec Hushåll småhus","total energi",..,..,..,..,..,..,..,..,..,..,..
"15 f.d. Älvsborgs län","9.6.2 slutanv. Spec Hushåll flerbostadshus","fjärrvärme",..,..,..,..,..,..,..,..,..,..,..
"15 f.d. Älvsborgs län","9.6.2 slutanv. Spec Hushåll flerbostadshus","el",..,..,..,..,..,..,..,..,..,..,..
"15 f.d. Älvsborgs län","9.6.2 slutanv. Spec Hushåll flerbostadshus","total energi",..,..,..,..,..,..,..,..,..,..,..
"15 f.d. Älvsborgs län","9.6.3 slutanv. Spec Hushåll fritidshus","fjärrvärme",..,..,..,..,..,..,..,..,..,..,..
"15 f.d. Älvsborgs län","9.6.3 slutanv. Spec Hushåll fritidshus","el",..,..,..,..,..,..,..,..,..,..,..
"15 f.d. Älvsborgs län","9.6.3 slutanv. Spec Hushåll fritidshus","total energi",..,..,..,..,..,..,..,..,..,..,..
"16 f.d. Skaraborgs län","9.6.1 slutanv. Spec Hushåll småhus","fjärrvärme",..,..,..,..,..,..,..,..,..,..,..
"16 f.d. Skaraborgs län","9.6.1 slutanv. Spec Hushåll småhus","el",..,..,..,..,..,..,..,..,..,..,..
"16 f.d. Skaraborgs län","9.6.1 slutanv. Spec Hushåll småhus","total energi",..,..,..,..,..,..,..,..,..,..,..
"16 f.d. Skaraborgs län","9.6.2 slutanv. Spec Hushåll flerbostadshus","fjärrvärme",..,..,..,..,..,..,..,..,..,..,..
"16 f.d. Skaraborgs län","9.6.2 slutanv. Spec Hushåll flerbostadshus","el",..,..,..,..,..,..,..,..,..,..,..
"16 f.d. Skaraborgs län","9.6.2 slutanv. Spec Hushåll flerbostadshus","total energi",..,..,..,..,..,..,..,..,..,..,..
"16 f.d. Skaraborgs län","9.6.3 slutanv. Spec Hushåll fritidshus","fjärrvärme",..,..,..,..,..,..,..,..,..,..,..
"16 f.d. Skaraborgs län","9.6.3 slutanv. Spec Hushåll fritidshus","el",..,..,..,..,..,..,..,..,..,..,..
"16 f.d. Skaraborgs län","9.6.3 slutanv. Spec Hushåll fritidshus","total energi",..,..,..,..,..,..,..,..,..,..,..
"17 Värmlands län","9.6.1 slutanv. Spec Hushåll småhus","fjärrvärme",21935,21578,29159,41231,53375,65230,57955,74205,96896,105946,131193
"17 Värmlands län","9.6.1 slutanv. Spec Hushåll småhus","el",911448,904116,1022579,956386,917957,906600,835021,907272,884149,827114,823230
"17 Värmlands län","9.6.1 slutanv. Spec Hushåll småhus","total energi",2121474,2247270,2123065,2114948,1957127,1963454,1487008,1756857,1708182,1666894,1620694
"17 Värmlands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","fjärrvärme",270608,320807,395096,450334,453436,473851,474257,450344,520390,422712,448573
"17 Värmlands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","el",150994,174933,142350,146729,244114,157968,145794,144537,141337,143416,141003
"17 Värmlands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","total energi",1049770,1030550,758547,816288,940598,782767,746059,706132,766548,654814,606380
"17 Värmlands län","9.6.3 slutanv. Spec Hushåll fritidshus","fjärrvärme",0,0,0,0,0,0,0,0,0,0,0
"17 Värmlands län","9.6.3 slutanv. Spec Hushåll fritidshus","el",61878,69055,93214,92055,86061,90542,84451,86145,91122,85045,101590
"17 Värmlands län","9.6.3 slutanv. Spec Hushåll fritidshus","total energi",81867,85743,108606,92055,102782,90542,84451,86145,91122,85045,101590
"18 Örebro län","9.6.1 slutanv. Spec Hushåll småhus","fjärrvärme",106324,95523,18771,103349,171295,169776,79825,..,..,94339,..
"18 Örebro län","9.6.1 slutanv. Spec Hushåll småhus","el",784484,799121,897272,915404,901117,912839,908391,900719,871590,760554,756169
"18 Örebro län","9.6.1 slutanv. Spec Hushåll småhus","total energi",1622389,1644225,1542782,1701914,1713623,1764683,1425189,..,..,1397778,..
"18 Örebro län","9.6.2 slutanv. Spec Hushåll flerbostadshus","fjärrvärme",738607,828368,679174,773789,903624,841531,947568,..,..,..,..
"18 Örebro län","9.6.2 slutanv. Spec Hushåll flerbostadshus","el",170643,174310,180985,193469,257482,195651,190787,187346,192148,177562,171598
"18 Örebro län","9.6.2 slutanv. Spec Hushåll flerbostadshus","total energi",1180901,1283436,941307,1045220,1323178,1100626,1192695,..,..,..,..
"18 Örebro län","9.6.3 slutanv. Spec Hushåll fritidshus","fjärrvärme",0,0,0,0,0,0,0,0,0,0,0
"18 Örebro län","9.6.3 slutanv. Spec Hushåll fritidshus","el",44727,44950,55907,58754,58898,59662,52077,54540,56121,47482,49458
"18 Örebro län","9.6.3 slutanv. Spec Hushåll fritidshus","total energi",69581,56010,66797,58754,72105,59662,52077,54540,56121,47482,49458
"19 Västmanlands län","9.6.1 slutanv. Spec Hushåll småhus","fjärrvärme",318726,395404,249952,423558,394952,420979,420731,412407,317825,410704,335476
"19 Västmanlands län","9.6.1 slutanv. Spec Hushåll småhus","el",667785,693164,744873,728449,726210,742807,696094,700600,703694,657076,615876
"19 Västmanlands län","9.6.1 slutanv. Spec Hushåll småhus","total energi",1519768,1702553,1476669,1661919,1569166,1584269,1374002,1471357,1348149,1345687,1214437
"19 Västmanlands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","fjärrvärme",798280,919505,824772,893483,881486,827989,917220,846950,1006732,862645,835073
"19 Västmanlands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","el",152800,165460,157765,153251,214260,163581,160106,159020,161007,158896,167962
"19 Västmanlands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","total energi",1168651,1258085,1130508,1190269,1239523,1035118,1104227,1023715,1181937,1027352,1004482
"19 Västmanlands län","9.6.3 slutanv. Spec Hushåll fritidshus","fjärrvärme",0,0,0,0,0,0,0,0,0,0,0
"19 Västmanlands län","9.6.3 slutanv. Spec Hushåll fritidshus","el",46247,44504,48815,50424,53720,31453,29192,29994,31236,28585,53653
"19 Västmanlands län","9.6.3 slutanv. Spec Hushåll fritidshus","total energi",58728,55468,59127,50424,69077,31453,29192,29994,31236,28585,53653
"20 Dalarnas län","9.6.1 slutanv. Spec Hushåll småhus","fjärrvärme",55142,75970,93808,123498,288170,202285,176453,161833,168431,204213,241306
"20 Dalarnas län","9.6.1 slutanv. Spec Hushåll småhus","el",1040607,1046827,1017454,1059053,1065068,1056195,996864,1029272,1027827,666672,1011007
"20 Dalarnas län","9.6.1 slutanv. Spec Hushåll småhus","total energi",2383339,2441234,2055025,2273949,2345375,2232010,1777833,2062749,1996946,1665761,2004932
"20 Dalarnas län","9.6.2 slutanv. Spec Hushåll flerbostadshus","fjärrvärme",385893,450551,478879,541351,725233,562734,628989,528597,555758,547069,537814
"20 Dalarnas län","9.6.2 slutanv. Spec Hushåll flerbostadshus","el",160174,184546,134983,139496,350229,214424,143029,139862,143763,102079,133635
"20 Dalarnas län","9.6.2 slutanv. Spec Hushåll flerbostadshus","total energi",746544,835834,663933,756643,1247620,821083,809462,702277,729905,672138,679591
"20 Dalarnas län","9.6.3 slutanv. Spec Hushåll fritidshus","fjärrvärme",0,0,0,0,0,0,0,0,0,0,0
"20 Dalarnas län","9.6.3 slutanv. Spec Hushåll fritidshus","el",174298,192890,189590,204453,213550,215562,212374,215220,213636,152149,236256
"20 Dalarnas län","9.6.3 slutanv. Spec Hushåll fritidshus","total energi",208366,228415,251921,204453,234155,215562,212374,215220,213636,152149,236256
"21 Gävleborgs län","9.6.1 slutanv. Spec Hushåll småhus","fjärrvärme",47196,45751,60580,71095,100738,125909,136784,145837,159988,172276,184297
"21 Gävleborgs län","9.6.1 slutanv. Spec Hushåll småhus","el",915354,929591,961757,961385,918451,913393,875105,847270,827558,767526,742231
"21 Gävleborgs län","9.6.1 slutanv. Spec Hushåll småhus","total energi",2026806,1997135,1848709,1879697,1781513,1911617,1557198,1806051,1732935,1708374,1646023
"21 Gävleborgs län","9.6.2 slutanv. Spec Hushåll flerbostadshus","fjärrvärme",782386,831897,737267,889505,864781,879471,861117,822498,805829,815606,790802
"21 Gävleborgs län","9.6.2 slutanv. Spec Hushåll flerbostadshus","el",213866,202326,180530,177082,257587,175892,174820,160803,160400,154920,149907
"21 Gävleborgs län","9.6.2 slutanv. Spec Hushåll flerbostadshus","total energi",1272001,1241846,946115,1094127,1280491,1082363,1057836,1055046,1031542,1021066,944129
"21 Gävleborgs län","9.6.3 slutanv. Spec Hushåll fritidshus","fjärrvärme",0,0,0,0,0,0,0,0,0,0,0
"21 Gävleborgs län","9.6.3 slutanv. Spec Hushåll fritidshus","el",72975,78115,85717,88226,83594,86677,86752,86378,88252,81772,88835
"21 Gävleborgs län","9.6.3 slutanv. Spec Hushåll fritidshus","total energi",96939,100657,107027,88226,98097,86677,86752,86378,88252,81772,88835
"22 Västernorrlands län","9.6.1 slutanv. Spec Hushåll småhus","fjärrvärme",18646,23468,61230,30065,38645,62019,61159,69544,66970,83721,89432
"22 Västernorrlands län","9.6.1 slutanv. Spec Hushåll småhus","el",1036564,1050829,1014757,1078576,1040661,1061272,898937,995285,991970,857354,854413
"22 Västernorrlands län","9.6.1 slutanv. Spec Hushåll småhus","total energi",1949310,2032516,1856050,1876819,1870116,1877712,1449916,1772184,1709038,1618153,1529916
"22 Västernorrlands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","fjärrvärme",515998,518466,477026,541565,467063,542919,548058,558763,486821,482704,461842
"22 Västernorrlands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","el",175158,151547,141810,179954,209361,163730,126162,142883,146163,143523,142876
"22 Västernorrlands län","9.6.2 slutanv. Spec Hushåll flerbostadshus","total energi",952157,863411,712816,770731,827878,739846,701759,728866,658280,647580,607943
"22 Västernorrlands län","9.6.3 slutanv. Spec Hushåll fritidshus","fjärrvärme",0,0,0,0,0,0,0,0,0,0,0
"22 Västernorrlands län","9.6.3 slutanv. Spec Hushåll fritidshus","el",70567,79604,83277,77336,87768,86893,78967,75494,77512,75135,81057
"22 Västernorrlands län","9.6.3 slutanv. Spec Hushåll fritidshus","total energi",90840,96505,99078,77336,107833,86893,78967,75494,77512,75135,81057
