"region","förbrukarkategori","bränsletyp","2009","2010","2011","2012","2013"
"0486 Strängnäs","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"0486 Strängnäs","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"0486 Strängnäs","slutanv. fritidshus","el",0,24555,14411,17041,28984
"0486 Strängnäs","slutanv. fritidshus","summa förbrukarkategori",0,24555,14411,17041,28984
"0488 Trosa","slutanv. småhus","flytande (icke förnybara)",4924,1037,711,559,896
"0488 Trosa","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"0488 Trosa","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"0488 Trosa","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"0488 Trosa","slutanv. småhus","fast (förnybara)",15268,14272,13830,13317,12791
"0488 Trosa","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"0488 Trosa","slutanv. småhus","fjärrvärme",0,0,1700,1600,1589
"0488 Trosa","slutanv. småhus","el",46617,66342,59089,66782,61491
"0488 Trosa","slutanv. småhus","summa förbrukarkategori",66809,81651,75331,82258,76768
"0488 Trosa","slutanv. flerbostadshus","flytande (icke förnybara)",207,105,69,24,7
"0488 Trosa","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"0488 Trosa","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"0488 Trosa","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"0488 Trosa","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"0488 Trosa","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"0488 Trosa","slutanv. flerbostadshus","fjärrvärme",0,0,10600,10900,10622
"0488 Trosa","slutanv. flerbostadshus","el",5439,6407,5953,6067,5757
"0488 Trosa","slutanv. flerbostadshus","summa förbrukarkategori",5646,6512,16622,16991,16386
"0488 Trosa","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"0488 Trosa","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"0488 Trosa","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"0488 Trosa","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"0488 Trosa","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"0488 Trosa","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"0488 Trosa","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"0488 Trosa","slutanv. fritidshus","el",0,25007,21981,25289,22461
"0488 Trosa","slutanv. fritidshus","summa förbrukarkategori",0,25007,21981,25289,22461
"0509 Ödeshög","slutanv. småhus","flytande (icke förnybara)",4354,1008,202,152,117
"0509 Ödeshög","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"0509 Ödeshög","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"0509 Ödeshög","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"0509 Ödeshög","slutanv. småhus","fast (förnybara)",28268,24035,23291,22427,21541
"0509 Ödeshög","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"0509 Ödeshög","slutanv. småhus","fjärrvärme",..,982,808,890,867
"0509 Ödeshög","slutanv. småhus","el",18847,21377,18808,20846,19386
"0509 Ödeshög","slutanv. småhus","summa förbrukarkategori",..,47403,43110,44315,41911
"0509 Ödeshög","slutanv. flerbostadshus","flytande (icke förnybara)",13,27,12,12,4
"0509 Ödeshög","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"0509 Ödeshög","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"0509 Ödeshög","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"0509 Ödeshög","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"0509 Ödeshög","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"0509 Ödeshög","slutanv. flerbostadshus","fjärrvärme",..,5212,4331,4661,4624
"0509 Ödeshög","slutanv. flerbostadshus","el",1640,1857,1778,1897,1839
"0509 Ödeshög","slutanv. flerbostadshus","summa förbrukarkategori",..,7096,6121,6570,6467
"0509 Ödeshög","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"0509 Ödeshög","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"0509 Ödeshög","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"0509 Ödeshög","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"0509 Ödeshög","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"0509 Ödeshög","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"0509 Ödeshög","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"0509 Ödeshög","slutanv. fritidshus","el",0,4222,3966,4089,4078
"0509 Ödeshög","slutanv. fritidshus","summa förbrukarkategori",0,4222,3966,4089,4078
"0512 Ydre","slutanv. småhus","flytande (icke förnybara)",321,811,494,199,376
"0512 Ydre","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"0512 Ydre","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"0512 Ydre","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"0512 Ydre","slutanv. småhus","fast (förnybara)",30366,28344,27467,26448,25403
"0512 Ydre","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"0512 Ydre","slutanv. småhus","fjärrvärme",0,0,0,0,0
"0512 Ydre","slutanv. småhus","el",19518,20388,17496,18774,18544
"0512 Ydre","slutanv. småhus","summa förbrukarkategori",50205,49544,45457,45421,44324
"0512 Ydre","slutanv. flerbostadshus","flytande (icke förnybara)",82,55,55,74,70
"0512 Ydre","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"0512 Ydre","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"0512 Ydre","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"0512 Ydre","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"0512 Ydre","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"0512 Ydre","slutanv. flerbostadshus","fjärrvärme",0,0,0,0,0
"0512 Ydre","slutanv. flerbostadshus","el",852,854,788,792,790
"0512 Ydre","slutanv. flerbostadshus","summa förbrukarkategori",934,909,843,866,860
"0512 Ydre","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"0512 Ydre","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"0512 Ydre","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"0512 Ydre","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"0512 Ydre","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"0512 Ydre","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"0512 Ydre","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"0512 Ydre","slutanv. fritidshus","el",0,1734,1439,1631,1504
"0512 Ydre","slutanv. fritidshus","summa förbrukarkategori",0,1734,1439,1631,1504
"0513 Kinda","slutanv. småhus","flytande (icke förnybara)",353,982,699,478,607
"0513 Kinda","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"0513 Kinda","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"0513 Kinda","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"0513 Kinda","slutanv. småhus","fast (förnybara)",44229,36052,34937,33640,32312
"0513 Kinda","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"0513 Kinda","slutanv. småhus","fjärrvärme",1186,1628,1632,1925,1856
"0513 Kinda","slutanv. småhus","el",41845,40669,34583,36509,36756
"0513 Kinda","slutanv. småhus","summa förbrukarkategori",87613,79331,71851,72552,71531
"0513 Kinda","slutanv. flerbostadshus","flytande (icke förnybara)",77,493,306,314,209
"0513 Kinda","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"0513 Kinda","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"0513 Kinda","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"0513 Kinda","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"0513 Kinda","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"0513 Kinda","slutanv. flerbostadshus","fjärrvärme",12936,14670,12239,13153,12007
"0513 Kinda","slutanv. flerbostadshus","el",2505,2575,2396,2462,2446
"0513 Kinda","slutanv. flerbostadshus","summa förbrukarkategori",15518,17738,14942,15929,14662
"0513 Kinda","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"0513 Kinda","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"0513 Kinda","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"0513 Kinda","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"0513 Kinda","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"0513 Kinda","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"0513 Kinda","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"0513 Kinda","slutanv. fritidshus","el",0,7399,6235,6914,6867
"0513 Kinda","slutanv. fritidshus","summa förbrukarkategori",0,7399,6235,6914,6867
"0560 Boxholm","slutanv. småhus","flytande (icke förnybara)",137,402,162,58,83
"0560 Boxholm","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"0560 Boxholm","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"0560 Boxholm","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"0560 Boxholm","slutanv. småhus","fast (förnybara)",23558,21579,20912,20136,19341
"0560 Boxholm","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"0560 Boxholm","slutanv. småhus","fjärrvärme",..,110,92,2452,2357
"0560 Boxholm","slutanv. småhus","el",20504,19149,17089,19227,17938
"0560 Boxholm","slutanv. småhus","summa förbrukarkategori",..,41240,38254,41872,39718
"0560 Boxholm","slutanv. flerbostadshus","flytande (icke förnybara)",68,33,9,4,0
"0560 Boxholm","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"0560 Boxholm","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"0560 Boxholm","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"0560 Boxholm","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"0560 Boxholm","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"0560 Boxholm","slutanv. flerbostadshus","fjärrvärme",..,12792,9093,9699,9899
"0560 Boxholm","slutanv. flerbostadshus","el",1333,1427,1384,1381,1371
"0560 Boxholm","slutanv. flerbostadshus","summa förbrukarkategori",..,14252,10486,11084,11270
"0560 Boxholm","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"0560 Boxholm","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"0560 Boxholm","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"0560 Boxholm","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"0560 Boxholm","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"0560 Boxholm","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"0560 Boxholm","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"0560 Boxholm","slutanv. fritidshus","el",0,4811,4333,5081,4674
"0560 Boxholm","slutanv. fritidshus","summa förbrukarkategori",0,4811,4333,5081,4674
"0561 Åtvidaberg","slutanv. småhus","flytande (icke förnybara)",2132,973,649,..,444
"0561 Åtvidaberg","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"0561 Åtvidaberg","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"0561 Åtvidaberg","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"0561 Åtvidaberg","slutanv. småhus","fast (förnybara)",40547,38451,37261,..,34462
"0561 Åtvidaberg","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"0561 Åtvidaberg","slutanv. småhus","fjärrvärme",720,811,863,1071,1071
"0561 Åtvidaberg","slutanv. småhus","el",47591,51538,43257,45659,45885
"0561 Åtvidaberg","slutanv. småhus","summa förbrukarkategori",90989,91773,82030,83017,81862
"0561 Åtvidaberg","slutanv. flerbostadshus","flytande (icke förnybara)",78,69,31,34,31
"0561 Åtvidaberg","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"0561 Åtvidaberg","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"0561 Åtvidaberg","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"0561 Åtvidaberg","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"0561 Åtvidaberg","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"0561 Åtvidaberg","slutanv. flerbostadshus","fjärrvärme",14830,16367,14469,15876,14846
"0561 Åtvidaberg","slutanv. flerbostadshus","el",3664,3762,3634,3740,3713
"0561 Åtvidaberg","slutanv. flerbostadshus","summa förbrukarkategori",18571,20198,18134,19650,18589
"0561 Åtvidaberg","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"0561 Åtvidaberg","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"0561 Åtvidaberg","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"0561 Åtvidaberg","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"0561 Åtvidaberg","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"0561 Åtvidaberg","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"0561 Åtvidaberg","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"0561 Åtvidaberg","slutanv. fritidshus","el",0,2937,2434,2711,2754
"0561 Åtvidaberg","slutanv. fritidshus","summa förbrukarkategori",0,2937,2434,2711,2754
"0562 Finspång","slutanv. småhus","flytande (icke förnybara)",237,1408,1966,..,..
"0562 Finspång","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"0562 Finspång","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"0562 Finspång","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"0562 Finspång","slutanv. småhus","fast (förnybara)",46610,48858,47346,..,..
"0562 Finspång","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"0562 Finspång","slutanv. småhus","fjärrvärme",..,16096,12798,15531,14915
"0562 Finspång","slutanv. småhus","el",69790,70820,62297,70083,64915
"0562 Finspång","slutanv. småhus","summa förbrukarkategori",..,137183,124407,132329,124840
"0562 Finspång","slutanv. flerbostadshus","flytande (icke förnybara)",114,2076,1471,1261,1382
"0562 Finspång","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"0562 Finspång","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"0562 Finspång","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"0562 Finspång","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"0562 Finspång","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"0562 Finspång","slutanv. flerbostadshus","fjärrvärme",..,49680,42134,45421,47169
"0562 Finspång","slutanv. flerbostadshus","el",4573,7715,8585,8436,8241
"0562 Finspång","slutanv. flerbostadshus","summa förbrukarkategori",..,59471,52190,55117,56792
"0562 Finspång","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"0562 Finspång","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"0562 Finspång","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"0562 Finspång","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"0562 Finspång","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"0562 Finspång","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"0562 Finspång","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"0562 Finspång","slutanv. fritidshus","el",0,10693,9069,10634,9431
"0562 Finspång","slutanv. fritidshus","summa förbrukarkategori",0,10693,9069,10634,9431
"0563 Valdemarsvik","slutanv. småhus","flytande (icke förnybara)",273,682,912,..,..
"0563 Valdemarsvik","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"0563 Valdemarsvik","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"0563 Valdemarsvik","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"0563 Valdemarsvik","slutanv. småhus","fast (förnybara)",28086,39470,38249,..,..
"0563 Valdemarsvik","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"0563 Valdemarsvik","slutanv. småhus","fjärrvärme",..,77,65,65,45
"0563 Valdemarsvik","slutanv. småhus","el",46067,38238,32121,33489,33819
"0563 Valdemarsvik","slutanv. småhus","summa förbrukarkategori",..,78467,71346,71116,69985
"0563 Valdemarsvik","slutanv. flerbostadshus","flytande (icke förnybara)",21,82,208,180,272
"0563 Valdemarsvik","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"0563 Valdemarsvik","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"0563 Valdemarsvik","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"0563 Valdemarsvik","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"0563 Valdemarsvik","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"0563 Valdemarsvik","slutanv. flerbostadshus","fjärrvärme",..,7711,5867,6515,6304
"0563 Valdemarsvik","slutanv. flerbostadshus","el",3160,3211,2943,2971,2840
"0563 Valdemarsvik","slutanv. flerbostadshus","summa förbrukarkategori",..,11004,9018,9666,9416
"0563 Valdemarsvik","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"0563 Valdemarsvik","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"0563 Valdemarsvik","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"0563 Valdemarsvik","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"0563 Valdemarsvik","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"0563 Valdemarsvik","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"0563 Valdemarsvik","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"0563 Valdemarsvik","slutanv. fritidshus","el",0,14466,11863,12920,12843
"0563 Valdemarsvik","slutanv. fritidshus","summa förbrukarkategori",0,14466,11863,12920,12843
"0580 Linköping","slutanv. småhus","flytande (icke förnybara)",2539,6596,2142,1351,1694
"0580 Linköping","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"0580 Linköping","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"0580 Linköping","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"0580 Linköping","slutanv. småhus","fast (förnybara)",84448,96689,93696,90219,86657
"0580 Linköping","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"0580 Linköping","slutanv. småhus","fjärrvärme",202305,239149,199622,220485,217573
"0580 Linköping","slutanv. småhus","el",252306,263208,243167,242952,250104
"0580 Linköping","slutanv. småhus","summa förbrukarkategori",541597,605641,538627,555007,556028
"0580 Linköping","slutanv. flerbostadshus","flytande (icke förnybara)",235,1345,728,606,301
"0580 Linköping","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"0580 Linköping","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"0580 Linköping","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"0580 Linköping","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"0580 Linköping","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"0580 Linköping","slutanv. flerbostadshus","fjärrvärme",562872,643555,534218,571610,553817
"0580 Linköping","slutanv. flerbostadshus","el",94444,95315,94014,93446,90855
"0580 Linköping","slutanv. flerbostadshus","summa förbrukarkategori",657550,740216,628960,665662,644973
"0580 Linköping","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"0580 Linköping","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"0580 Linköping","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"0580 Linköping","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"0580 Linköping","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"0580 Linköping","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"0580 Linköping","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"0580 Linköping","slutanv. fritidshus","el",0,14852,13059,14170,14218
"0580 Linköping","slutanv. fritidshus","summa förbrukarkategori",0,14852,13059,14170,14218
"0581 Norrköping","slutanv. småhus","flytande (icke förnybara)",3435,13679,4223,2990,3221
"0581 Norrköping","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"0581 Norrköping","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"0581 Norrköping","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"0581 Norrköping","slutanv. småhus","fast (förnybara)",67454,79707,77240,74374,71437
"0581 Norrköping","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"0581 Norrköping","slutanv. småhus","fjärrvärme",..,143169,131748,123826,121953
"0581 Norrköping","slutanv. småhus","el",297265,296081,255899,265879,263159
"0581 Norrköping","slutanv. småhus","summa förbrukarkategori",..,532637,469110,467069,459770
"0581 Norrköping","slutanv. flerbostadshus","flytande (icke förnybara)",669,921,642,422,631
"0581 Norrköping","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"0581 Norrköping","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"0581 Norrköping","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
